题目id	Latex
5121	If $${u}={v}^{4}$$, what is the value of $$\frac{v}{u}$$ ?[br/]1. y = 16[br/]2. uv =32
5124	Is the integer y even?[br/]1. y - 7 is odd.[br/]2. $$\frac{y}{\frac{1}{2}}$$ is even.
5125	If $${x}!={0}$$, is x equal to - 1?[br/]1. $${x}^{5}={x}$$[br/]2. $${x}{2}=-{x}$$
5128	If $$\Delta$$ denotes an operation with two real numbers, what is the value of $$x\Delta y$$ ?[br/]1. $${x}\Delta {y}=\frac{x^3}{y}+\frac{y^2}{x}$$ for all x and y.[br/]2. x = 3 and y = 5
5137	What is the value $${a}^{3}-{b}^{3}$$?[br/]1. $${a}^{2}+{a}{b}+{b}^{2}={0}$$[br/]2. a-b = 3b
5138	Is uv  > 0?[br/]1.$$({u}^{2})({v}^{3})<{0}$$[br/]2.$${u}({v}^{2})<{0}$$
5140	Is $$\frac{u}{v}$$ equal to 15?[br/]1. $$\frac{u}{v}+{5}={20}$$[br/]2. $$\frac{u}{v}-{5}={20}$$a
5143	John, Pete, and Tim are running 100-meter races to prepare for a championship. Each of the runners won at least one of the heats. Which one of the three runners won the most races?[br/]1. Tim won $$\frac{3}{7}$$ as many races as Pete.[br/]2. Pete won $$\frac{7}{3}$$ as many races as John.
5147	Is $$\varepsilon$$ equal to the average (arithmetic mean) of $$\zeta,\eta,\psi,\xi$$ and $$\upsilon$$?[br/]1.$$\upsilon+\eta+\psi+\varepsilon+\upsilon=5\xi$$[br/]2.$$\frac{\zeta+\eta+\psi+\varepsilon+\upsilon}{10}=\frac{\xi}{2}$$
5148	What is the value of t?[br/]1.$${T}({T}-{1})^{2}={4}{T}$$[br/]2.T is an integer.
5154	If x and y are positive integers, is $${x}+{y}^{2}$$ odd?[br/]1. y is odd.[br/]2. x is odd.
5157	What is the capacity of a fire reservoir, in thousands of cubic meters of water, which is currently filled up to three quarters of its capacity?[br/]1. If $${3}*{10}^{3}$$ thousand cubic meters of water were pumped into the reservoir, it would be filled to $$\frac{7}{8}$$ of its capacity.[br/]2. If $${6}*{10}^{3}$$ thousand cubic meters of water were removed from the reservoir, if would be filled to $$\frac{1}{2}$$ of its capacity.
5158	If u is a multiple of prime number is u a multiple of $${v}^{2}$$?[br/]1. v<6[br/]2. u = 42
5159	How many thousands of gallons of water does a reservoir have?[br/]1. If $$\frac{1}{3}$$ of the water in the reservoir were released, then the reservoir would be filled to $$\frac{1}{2}$$ of its capacity.[br/]2. If 60 thousand gallons of water were pumped into the reservoir, it would be filled to capacity.
5160	If $${u}{v}!={0}$$,what is the value of $$\frac{({u}^{4})({v}^{3})-({u}{v})^{3}}{({u}^{4})({v}^{4})}$$ ?[br/]1. u = 3[br/]2. v = 27
5162	Ice hockey teams R and U played against each other in the final games of numerous championships. Which of the teams won more than $$\frac{1}{2}$$ of these games?[br/]1. The total number of games teams R and U played against each other in finals is 30.[br/]2. Team R scored 128 goals in these matches, and Team U scored 203 goals in these matches.
5163	A software company contracted its sister network technologies firm to upgrade its network and storage equipment. The sister firm charged the software company only for equipment and labor. What fraction of the total amount paid for the upgrade was the labor charge?[br/]1. labor cost was $10,000 less than the total cost of the upgrade.[br/]2. Without the labor charge, the total cost of the upgrade would have been only $$\frac{5}{6}$$ as much.
5165	Does a = b?[br/]1.$$\frac{a}{b}=\frac{b}{a}$$[br/]2.$$({a}-{b})^{2}={a}^{2}-{b}^{2}$$
5196	$$\frac{1}{{\frac{1}{3}}+\frac{1}{6}}=$$
5200	$$\frac{2}{\frac{3}{4}}=$$
5204	$$\frac{(\sqrt{10,000})^{2}}{1000}=$$
5205	$$\sqrt{75}+\sqrt{75}=$$
5207	$$({5}*{l}{0}^{2})+({6}*{l}{0}^{3})+({8}*{l}{0}^{5})=$$
5210	If x= 4, what is the value of $$-{5}({x}^{2})$$?
5211	Of the animals in a certain zoo, $$\frac{1}{3}$$ are zebras, $$\frac{1}{6}$$ are giraffes, $$\frac{1}{5}$$ are orangutans, and the rest is comprised of 36 hyenas. How many zebras are in the zoo?
5213	$$\frac{(\sqrt{900})^{3}}{3}=$$
5214	If $$\frac{3}{5}$$ of p = 30, what is $$\frac{2}{5}$$ of p?
5221	George baked a total of 125 pizzas for 7 straight days, beginning on Saturday.[br/]He baked $$\frac{3}{5}$$ of the pizzas the first day, and $$\frac{3}{5}$$ of the remaining pizzas the second day. If each successive day he baked fewer pizzas than the previous day, what is the maximum number of pizzas he could have baked on Wednesday?
5225	    A motorcycle travels at a speed of x kilometers per p hours. How many meters will it travel in s seconds, in terms of s, p and x. ($${x}{p}{s}\neq{0}$$; 1 kilometer = 1000 meters)?
5230	What is the value of positive integer n?[br/](1).$${10}^{n}={10},{000}$$[br/](2).$$\frac{1}{10^n}={0.0001}$$
5234	Does Mary or Susan earn a higher salary?[br/](1) Susan's salary is $$150\%$$ of Mary's salary.[br/](2) Mary's salary is 66 $$\frac{2}{3}$$ of Susan's salary.
5236	What is the value of y?[br/](1)4y-3 = y + 1[br/](2)$${1}-\frac{2}{y}={4}$$
5238	Is the value of $${a}^{3}+{3}{a}{b}$$ equal to 0?[br/](1)a = 0[br/](2)b = 0
5239	If km does not equal 0, is $$\frac{k}{m}<{0}$$?[br/](1)$$k + m =0$$[br/](2)$$-k-m =0$$
5241	Is n an integer?[br/](1) 3n is an integer[br/](2) $$\sqrt{n}$$ is an integer
5242	What is the value of the integer n?[br/](1)$${n}\le{23}$$[br/](2) $${23}\le{n}$$
5248	Thomas poured water into a pitcher that was already $$\frac{1}{4}$$ full of water. How many ounces of water did Thomas pour into the pitcher?[br/](1) Thomas added enough water to fill the pitcher to $$\frac{7}{8}$$ of its capacity.[br/](2) Before Thomas poured the water into the pitcher, the pitcher contained 2 ounces of water.
5249	If a and b are positive integers, is $${2}{\sqrt{a+b}} >{4}\sqrt{b}$$?[br/](1)b >3a[br/](2)a + b >3
5250	Is $${a}-{b}\ge{3}$$?[br/](1)$$a\ge8$$[br/](2)$$b\le5$$
5255	What is the value of x?[br/](1).$$\frac{1}{x^2}=\frac{1}{16}$$[br/](2).$$\frac{1}{2}{x}=\frac{1}{8}$$
5262	The total charge for an automobile repair at a certain garage is determined by the formula $${R}={115}+(\frac{5}{3})*{w}$$ , where R is the total charge in dollars, and w is the wholesale value of parts necessary for the repair. If a repair requires parts with a wholesale value of $300, what is the total charge, in dollars, for the repair?
5264	If $${S}=(\frac{1}{a})*({a}+{b})$$, b = 9 and $${a}=\frac{1}{3}$$, then S =
5267	What is the value of x if $$\frac{{x}^{6}+{4}{x}^{5}-{x}-{4}}{{x}+{4}}=-{244}$$?
5269	If a is an integer, is a < 4 ?[br/](1) $${10}^{-2a+2}<{0.001}.$$[br/](2) $${10}^{-2a}<{0.0001}.$$
5271	If x and y are integers, and $${y}={x}^{3}$$, does x = y?[br/](1) y is a factor of x.[br/](2) x is a multiple of y.
5330	Balls with consecutive integers from 0 to x are placed in a bowl. Peter draws a ball from the bowl and records the number. Without replacing the first ball, he draws a second ball from the bowl. If the probability that Peter does NOT draw an odd numbered ball on either draw is $${\frac12}{42}$$, what integer is on the highest numbered ball?
5331	If positive integer $${n}\le{3}$$ and n is the number of times a coin is flipped, what is the value of n?[br/](1) The probability of getting heads exactly once is $$\frac{1}{2}$$.[br/](2) The probability of getting at least one tail is greater than $$\frac{1}{2}$$.
5343	If a is an integer and 0 < a < 7 and $${b}={a}^{7}$$, then what is the value of b?[br/](1) $${a}^{—3}$$  > 0.01[br/](2) $${a}^{2}$$ has a units digit of 6.
5344	If $$\frac{{x}({x}-{2})({x}^{2}-{1})}{{x}+{5}}={0}$$, which of the following is the set of solutions for x?
5591	Which if the following is a possible value of y- 4 if $$({3}{y}-{8})^{2}={2},{500}$$?
20320	If $${d}=\frac{1}{{2}^{3}\times{5}^{7}}$$ is expressed as a terminating decimal, how many nonzero digits will d have?
20735	In a certain animal population, for each of the first 3 months of life, the probability that an animal will die during that month is $$\frac{1}{10}$$. For a group of 200 newborn members of the population, approximately how many would b expected to survive the first 3 month of life?
20736	X, Y and Z each try independently to solve a problem. If their individual probabilities for success are $$\frac{1}{4}$$, $$\frac{1}{2}$$ and $$\frac{5}{8}$$, respectively, what is the probability that X and Y, but not Z, will solve the problem?
20744	n township K, $$\frac{1}{5}$$ of the housing units are equipped with cable television. If $$\frac{1}{10}$$ of the housing units, including $$\frac{1}{3}$$ of those that are equipped with cable television, are equipped with video I cassette recorders, what fraction of the housing units have neither cable television nor videocassette recorders?
20745	$$x \neq y$$, is $$\frac{({x}+{y})^{2}}{({x}-{y})^{2}}$$？[br/](1) xy=5 [br/](2)$${x}^{2}+{y}^{2}={5}{x}{y}$$
20746	$$\frac{594}{625}$$
20748	If xy = -6, what is the value of xy (x +y )?[br/](1) x - y = 5 [br/](2) $${x}{y}^{2}={18}$$
20756	$$wx\neq 0$$, is $$\frac{\mid(\mid {w}\mid-{x})\mid}{ \mid{x}\mid} >{0}$$？[br/]1:$$x<0$$[br/]2:$$y\neq0$$
20857	一个企业给所有员工发工资,问中位数是否大于平均数?[br/](1) Median is $$\frac{1}{10}$$of total wage[br/](2)  9个员工
20949	从A市到C市途径B市有上下车, 到C市的时候剩$$\frac{1}{4}$$(狗主编造)的人, 问A市上车的有多少人？[br/]1 B市下车比上车多2人[br/]2 B市下的人占总数的$$\frac{1}{4}$$
20951	$$({2}^{m}+{5}^{m}){K}$$问有几位数？[br/]1 m=7[br/]2 k<20
21990	$$\frac{1}{3}+\frac{1}{2}-\frac{5}{6}+\frac{1}{5}+\frac{1}{4}-\frac{9}{20}=$$
21997	If 2x + y = 7 and x + 2y = 5, then $$\frac{x+y}{3}=$$
22007	If $$\frac{x}{y}=\frac{c}{d}$$ and $$\frac{d}{c}=\frac{b}{a}$$, which of the following must be true?[br/]I. $$\frac{y}{x} = \frac{b}{a}$$[br/]II. $$\frac{x}{a} = \frac{y}{b}$$[br/]III. $$\frac{y}{a} = \frac{x}{b}$$
22009	The cost C, in dollars, to remove p percent of a certain pollutant from a pond is estimated by using the formula $${c}=\frac{100,000p}{100-p}$$. According to this estimate, how much more would it cost to remove 90 percent of the pollutant from the pond than it would cost to remove 80 percent of the pollutant?
22015	Each of the marbles in a jar is either red or white or blue. If one marble is to be selected at random from the jar, what is the probability that the marble will be blue?[br/](1) There are a total of 24 marbles in the jar, 8 of which are red.[br/](2) The probability that the marble selected will be white is $$\frac{1}{2}$$.
22020	Is $$x=\frac{1}{y}$$ ?[br/](1) xy = 1[br/](2) $$\frac{1}{xy}=1$$
22022	What is the value of $${w}^{−2}$$?[br/](1) $${w}^{−1}$$ = $$\frac{1}{2}$$[br/](2) $${w}^{3}$$ = 8
22025	If a and b are positive integers, is $$\frac{a}{b}$$ < $$\frac{9}{11}$$ ?[br/](1) $$\frac{a}{b}$$ < 0.818[br/](2) $$\frac{b}{a}$$ > 1.223
22026	If x and y are positive integers, what is the value of $$\sqrt{x}+\sqrt{y}$$ ?[br/](1) x + y = 15[br/](2) $$\sqrt{xy}= 6$$
22027	A certain truck uses $$\frac{1}{12}$$ + $${k}{v}^{2}$$ gallons of fuel per mile when its speed is v miles per hour, where k is a constant. At what speed should the truck travel so that it uses $$\frac{5}{12}$$ gallon of fuel per mile?[br/]The value of k is $$\frac{1}{10800}$$[br/]When the truck travels at 30 miles per hour, it uses $$\frac{1}{6}$$ gallon of fuel per mile.
22028	If x = 2t and $${y}=\frac{t}{3}$$, what is the value of $${x}^{2}-{y}^{2}$$?[br/]$${t}^{2}$$ − 3 = 6[br/]$${t}^{3}$$ = −27
22029	If n is an integer, is $$({0.1})^{n}$$ greater than $$({10})^{n}$$?[br/](1) n  > −10[br/](2) n < 10
22033	Is zp negative?[br/](1) $${p}{z}^{4}= < 0$$[br/]$$p + {z}^{4} = 14$$
22038	If $${2}^{x+y}$$ = $${4}^{8}$$, what is the value of y?[br/](1) $${x}^{2}$$ = 81[br/](2) x − y = 2
22050	If 0 < a < b < c, which of the following statements must be true?[br/]I. 2a  > b + c[br/]II. c - a  > b - a[br/]III. $$\frac{c}{a}$$ < $$\frac{b}{a}$$
22055	Which of the following fractions is closest to $$\frac{1}{2}$$?
22056	If $$p \neq 0$$ and $$p-\frac{1-p^2}{p}$$ = $$\frac{r}{p}$$, the r =
22057	If$$ mn \neq 0 $$ and 25 percent of n equals $$37\frac{1}{2}$$ percent of m, what is the value of $$\frac{12n}{m}$$?
22059	For a party, three solid cheese balls with diameters of 2 inches, 4 inches, and 6 inches, respectively, were combined to form a single cheese ball. What was the approximate diameter, in inches, of the new cheese ball?(The volume of a sphere is $$\frac{4}{3}\pi{r}^{3}$$, where r is the radius.)
22062	[img]OG17-PS-116.png[/img][br/]If $$\frac1 3$$ of the total number of marbles in the three bags listed in the table above are blue, how many marbles are there in bag Q?
22065	If there are fewer than 8 zeros between the decimal point and the first nonzero digit in the decimal expansion of $$(\frac{t}{1000})^{4}$$, which of the following numbers could be the value of t?[br/]I. 3[br/]II. 5[br/]III. 9
22068	Which of the following equations has 1 + $$\sqrt{2}$$ as one of its roots?
22069	    A sequence of numbers $${a}_{1}$$, $${a}_{2}$$, $${a}_{3}$$, ... is defined as follows:$${a}_{1}$$ = 3, $${a}_{2}$$ = 5, and every term in the sequence after $${a}_{2}$$ is the product of all terms in the sequence preceding it, e.g., $${a}_{3}$$ = ($${a}_{1}$$)($${a}_{2}$$) and $${a}_{4}$$ =($${a}_{1}$$)($${a}_{2}$$)($${a}_{3}$$). If $${a}_{n}$$ = t and n  > 2, what is the value of $${a}_{n+2}$$ in terms of t?
22071	[img]OG17-DS-231.png[/img][br/]In the figure above, point D is on $$\overline {AC}$$. What is the detree measure of $$\angle BAC$$?[br/]The measure of $$\angle BDC$$ is 60°.[br/]The detree measure of $$\angle BAC$$ is less than the degree measure of $$\angle BDC$$.
22073	If u  > 0 and v  > 0, which is greater, $${u}^{v}$$ or $${v}^{u}$$?[br/](1) u = 1[br/](2)v  > 2
22074	What is the value of t ?[br/](1) s + t = 6 + s[br/](2) $${t}^{3}$$ = 216
22076	Is w + $${h}^{4}$$ positive?[br/](1) h is positive.[br/](2) w is positive.
22084	If $$y \neq 2xz$$, what is the value of $$\frac{2xz+yz}{2xz-y}$$?[br/](1) 2x + y = 3[br/](2) z = 2
22091	On the number line, point R has coordinate r and point T has coordinate t. Is $$t<0$$?[br/](1) $$-1<{r}<0$$[br/](2) The distance between R and T is equal to $${r}^{2}$$.
22093	If x is a positive integer, what is the value of $$\sqrt{x+24}$$ - $$\sqrt{x}$$ ?[br/](1) $$\sqrt{x}$$ is an integer.[br/](2) $$\sqrt{x+24}$$ is an integer.
22118	If $$(\frac{1}{5})^{m}(\frac{1}{4})^{18}=\frac{1}{2(10)^{35}}$$, then m =
22119	The value of $$\frac{10^9-10^4} {10^8-10^5}$$ is closest to which of the following?
22124	$$\frac{({8}^{2})({3}^{3})({2}^{4})}{96^2}$$
22128	If a = 1 and b = -2, then (2$${a}^{2}$$ + b)(x + y) + (a + b)(x - y) =
22131	if $$a>{b}>0$$, then $${\sqrt{{a}^{2}-{b}^{2}}}=$$?
22133	If xy = 1, what is the value of $$\frac{{2}^{(x+y)^2}}{{2}^{(x-y)^2}}$$ ?
22136	If $${x}^{4}+{y}^{4}$$ = 100, then the greatest possible value of x is between
22140	for any integer k from 1 to 10, inclusion, the kth of a certain sequence is given by $$(-1)^{k+1}(\frac1 {2^k})$$.  If T is the sum of the first 10 terms of the sequence, then T is:
	
	
	
	
22147	If $$x \neq0$$, then $$\frac{(\sqrt x)^2}{x}$$
22148	$$\sqrt{576800}$$ is between
22150	Which of the following is an integer?[br/]I. $$\frac{12!}{6!}$$[br/]II. $$\frac{12!}{8!}$$[br/]III. $$\frac{12!}{7!5!}$$
22156	If n is a multiple of 5 and n = $${p}^{2}{q}$$, where p and q are prime numbers, which of the following must be a multiple of 25 ?
22163	For how many integers n is $${2}^{n}={n}^{2}$$ ?
22176	If each term in the sum $${a}_{1}$$ + $${a}_{2}$$ + . . . + $${a}_{n}$$ is either 7 or 77 and the sum equals 350,which of the following could be equal to n ?
22181	Which of the following is equal to $${x}^{18}$$ for all positive values of x ?
22198	In the arithmetic sequence $${t}_{1}$$, $${t}_{2}$$, $${t}_{3}$$, ..., $${t}_{n}$$,..., $${t}_{1}$$ = 23 and $${t}_{n}$$ = $${t}_{n}$$ - 1 - 3 for each $$n  > 1$$. What is the value of n when $${t}_{n}=-4$$ ?
22203	If 0 < x < 1, what is the median of the values x, $${x}^{-1}$$, $${x}^{2}$$, $$\sqrt{x}$$, and $${x}^{3}$$?
22209	Of the following integers, which if the closest approximation to $$(\sqrt{2}+\sqrt{5})^{2}$$
22212	Which of the following is equal to the value of $${2}^{5}+{2}^{5}+{3}^{5}+{3}^{5}+{3}^{5}$$ ?
22224	If $${5}^{21}{4}^{11}={2}({10})^{n}$$ what is the value of n ?
22230	$$\frac{(2^{4-1})^{2}}{2^{3-2}}=$$
22231	If $${M}={4}^{\frac{1}{2}}+{4}^\frac{1}{3}+{4}^\frac{1}{4}$$, then the value of M is
22234	If $${2}^{x}-{2}^{x-2}={3}({2}^{13})$$, what is the value of x ?
22236	The perimeter of a certain isosceles right triangle is 16+16$$\sqrt{2}$$. What is the length of the hypotenuse of the triangle?
22239	Which of the following must be equal to $${x}^{6}{x}^{4}$$ ?
22240	If n and y are positive integers and 450y = $${n}^{3}$$, which of the following must be an integer?[br/]I.$$\frac{y}{{3}*{2}^{2}*{5}}$$[br/]II.$$\frac{y}{{3}^{2}*{2}*{5}}$$[br/]III.$$\frac{y}{{3}*{2}*{5}^{2}}$$
22242	If x >$${y}^{2}$$ >$${z}^{4}$$, which of the following statements could be true?[br/]I. $$x >{y}>{z}$$[br/]II. $$z >{y}>{x}$$[br/]III.$$x>{z}>{y}$$
22244	If x is positive, which of the following could be the correct ordering of $$\frac1 x$$, 2x, and $${x}^{2}$$[br/]I. $${x}^{2}<2x<\frac1 x$$[br/]II. $$x^2<\frac1 x<2x$$[br/]III.$$2x<{x^2}<\frac1 x$$
22249	The main ingredient in a certain prescription drug capsule costs $500.00 per kilogram. If each capsule contains 600 milligrams of the ingredient, what is the cost of the ingredient in a capsule? (1 kilogram = $${10}^{6}$$ milligrams)
22260	Which of the following equations is NOT equivalent to $${4}{x}^{2}={y}^{2}-{9}$$
22265	How many different prime numbers are factors of the positive integer n ?[br/](1) Four different prime numbers are factors of 2n.[br/](2) Four different prime numbers are factors of $${n}^{2}$$.
